GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
GSE28237_FOLLICULAR_VS_LATE_GC_BCELL_DN	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE28237_FOLLICULAR_VS_LATE_GC_BCELL_DN	-0.22597	-1.0233	0.3762	0.88469	1	0.311	0.229	0.243	0.84675	0.292
GSE3982_CTRL_VS_LPS_4H_MAC_DN	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_CTRL_VS_LPS_4H_MAC_DN	-0.26206	-1.0231	0.411	0.88089	1	0.3	0.213	0.239	0.8424	0.285
GSE10239_NAIVE_VS_MEMORY_CD8_TCELL_UP	185	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10239_NAIVE_VS_MEMORY_CD8_TCELL_UP	-0.21182	-1.0221	0.4162	0.88307	1	0.265	0.239	0.205	0.84315	0.29
GSE27786_ERYTHROBLAST_VS_NEUTROPHIL_DN	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_ERYTHROBLAST_VS_NEUTROPHIL_DN	-0.18813	-1.0219	0.3875	0.88176	1	0.371	0.301	0.262	0.84155	0.29
GSE17721_CTRL_VS_CPG_6H_BMDM_DN	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_CPG_6H_BMDM_DN	-0.2075	-1.0216	0.3954	0.87818	1	0.25	0.19	0.205	0.83829	0.287
GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_MAC_UP	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_MAC_UP	-0.20963	-1.0216	0.4103	0.88033	1	0.259	0.211	0.207	0.84037	0.287
GSE339_CD4POS_VS_CD8POS_DC_IN_CULTURE_DN	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE339_CD4POS_VS_CD8POS_DC_IN_CULTURE_DN	-0.24933	-1.0213	0.4232	0.87702	1	0.215	0.155	0.184	0.83832	0.286
GSE3982_BCELL_VS_BASOPHIL_DN	146	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_BCELL_VS_BASOPHIL_DN	-0.25597	-1.0207	0.4167	0.87725	1	0.199	0.125	0.176	0.83806	0.283
GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_DC_UP	154	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_DC_UP	-0.21358	-1.0206	0.4195	0.87545	1	0.247	0.182	0.204	0.83713	0.283
GSE17721_LPS_VS_CPG_6H_BMDM_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_CPG_6H_BMDM_UP	-0.21009	-1.0202	0.4023	0.87493	1	0.293	0.227	0.229	0.83669	0.285
GSE17721_CTRL_VS_CPG_4H_BMDM_DN	154	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_CPG_4H_BMDM_DN	-0.21735	-1.0196	0.4317	0.87501	1	0.318	0.222	0.251	0.83624	0.284
GSE2706_UNSTIM_VS_8H_R848_DC_DN	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2706_UNSTIM_VS_8H_R848_DC_DN	-0.29704	-1.018	0.4316	0.87941	1	0.244	0.121	0.217	0.8417	0.287
GSE7852_LN_VS_THYMUS_TCONV_UP	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7852_LN_VS_THYMUS_TCONV_UP	-0.24677	-1.018	0.443	0.87728	1	0.135	0.078	0.126	0.83959	0.286
GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_UP	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_UP	-0.2334	-1.0173	0.4349	0.87551	1	0.267	0.184	0.221	0.83868	0.284
GSE27786_CD8_TCELL_VS_ERYTHROBLAST_UP	176	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_CD8_TCELL_VS_ERYTHROBLAST_UP	-0.19609	-1.0173	0.4327	0.87769	1	0.193	0.158	0.165	0.84077	0.284
GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_UP	149	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_UP	-0.24547	-1.0171	0.4084	0.87435	1	0.248	0.16	0.211	0.83808	0.279
GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_UP	149	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_UP	-0.3002	-1.0169	0.4379	0.87308	1	0.436	0.272	0.321	0.836	0.278
KAECH_NAIVE_VS_MEMORY_CD8_TCELL_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/KAECH_NAIVE_VS_MEMORY_CD8_TCELL_DN	-0.26059	-1.0167	0.4385	0.87165	1	0.233	0.167	0.196	0.83454	0.277
GSE11924_TH1_VS_TH17_CD4_TCELL_UP	127	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11924_TH1_VS_TH17_CD4_TCELL_UP	-0.25019	-1.0162	0.4252	0.87174	1	0.299	0.215	0.237	0.83439	0.273
GSE27786_LSK_VS_CD4_TCELL_DN	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_LSK_VS_CD4_TCELL_DN	-0.21894	-1.0145	0.4119	0.87651	1	0.318	0.257	0.239	0.83646	0.278
GSE17721_CTRL_VS_POLYIC_6H_BMDM_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_POLYIC_6H_BMDM_DN	-0.22942	-1.0137	0.4258	0.87557	1	0.302	0.227	0.236	0.83591	0.278
GSE360_L_MAJOR_VS_M_TUBERCULOSIS_DC_UP	152	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_MAJOR_VS_M_TUBERCULOSIS_DC_UP	-0.22382	-1.0137	0.4318	0.87769	1	0.211	0.163	0.178	0.83796	0.278
GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_IL23A_TREATED_CD4_TCELL_DN	145	http://www.broadinstitute.org/gsea/msigdb/cards/GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_IL23A_TREATED_CD4_TCELL_DN	-0.23231	-1.0135	0.4291	0.87388	1	0.228	0.17	0.191	0.83544	0.277
GSE29618_BCELL_VS_MDC_DN	181	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_BCELL_VS_MDC_DN	-0.24768	-1.0131	0.4157	0.87355	1	0.315	0.201	0.255	0.83449	0.274
GSE17721_LPS_VS_GARDIQUIMOD_2H_BMDM_UP	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_GARDIQUIMOD_2H_BMDM_UP	-0.24303	-1.0126	0.4392	0.87347	1	0.132	0.059	0.126	0.83446	0.277
GSE11924_TFH_VS_TH17_CD4_TCELL_UP	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11924_TFH_VS_TH17_CD4_TCELL_UP	-0.20355	-1.0115	0.4245	0.87589	1	0.282	0.235	0.218	0.83641	0.275
GSE17721_CTRL_VS_POLYIC_12H_BMDM_UP	177	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_POLYIC_12H_BMDM_UP	-0.19487	-1.0115	0.4294	0.87388	1	0.175	0.154	0.15	0.83439	0.275
GSE13306_RA_VS_UNTREATED_TREG_DN	141	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13306_RA_VS_UNTREATED_TREG_DN	-0.23849	-1.0112	0.4331	0.87306	1	0.128	0.0619	0.121	0.83317	0.273
GSE360_DC_VS_MAC_UP	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_DC_VS_MAC_UP	-0.20808	-1.0105	0.4516	0.87345	1	0.253	0.196	0.206	0.8354	0.269
GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_UP	143	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_UP	-0.2744	-1.0102	0.434	0.87291	1	0.315	0.204	0.253	0.83468	0.272
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	-0.26418	-1.0098	0.4202	0.87013	1	0.31	0.185	0.256	0.83154	0.269
GSE3982_MAST_CELL_VS_DC_DN	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_MAST_CELL_VS_DC_DN	-0.23717	-1.0098	0.4754	0.87211	1	0.304	0.196	0.248	0.83353	0.269
GSE3982_EOSINOPHIL_VS_MAC_UP	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_MAC_UP	-0.20963	-1.0095	0.454	0.86921	1	0.268	0.214	0.213	0.83213	0.268
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_UP	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_UP	-0.24884	-1.0094	0.4423	0.86771	1	0.193	0.13	0.17	0.83016	0.266
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_PDC_UP	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_PDC_UP	-0.21277	-1.0084	0.4305	0.86939	1	0.257	0.201	0.208	0.83198	0.266
GSE14308_TH2_VS_NAIVE_CD4_TCELL_UP	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14308_TH2_VS_NAIVE_CD4_TCELL_UP	-0.21265	-1.0062	0.4466	0.87588	1	0.198	0.19	0.162	0.8374	0.274
GSE27786_CD4_TCELL_VS_NKCELL_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_CD4_TCELL_VS_NKCELL_DN	-0.20727	-1.0061	0.4578	0.8745	1	0.126	0.0874	0.116	0.83564	0.271
GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_UP	-0.23013	-1.0056	0.4322	0.87425	1	0.159	0.0978	0.145	0.83696	0.271
GSE3982_DC_VS_CENT_MEMORY_CD4_TCELL_UP	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_DC_VS_CENT_MEMORY_CD4_TCELL_UP	-0.23355	-1.0046	0.4259	0.87651	1	0.257	0.172	0.216	0.83984	0.273
GSE17721_CTRL_VS_PAM3CSK4_6H_BMDM_UP	177	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_PAM3CSK4_6H_BMDM_UP	-0.20519	-1.0045	0.448	0.87473	1	0.237	0.204	0.191	0.83788	0.272
GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_UP	177	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_UP	-0.21987	-1.0042	0.4367	0.87397	1	0.35	0.286	0.254	0.83743	0.27
GSE3982_NEUTROPHIL_VS_TH2_UP	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_NEUTROPHIL_VS_TH2_UP	-0.22941	-1.0038	0.4391	0.87346	1	0.219	0.163	0.185	0.836	0.271
GSE11924_TH2_VS_TH17_CD4_TCELL_UP	150	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11924_TH2_VS_TH17_CD4_TCELL_UP	-0.23197	-1.0037	0.4771	0.87174	1	0.273	0.194	0.223	0.83491	0.27
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY10_DN	182	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY10_DN	-0.2468	-1.0026	0.4468	0.87374	1	0.203	0.139	0.177	0.83755	0.274
GSE360_L_DONOVANI_VS_L_MAJOR_MAC_DN	141	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_DONOVANI_VS_L_MAJOR_MAC_DN	-0.24288	-1.0022	0.4749	0.87354	1	0.27	0.183	0.223	0.83894	0.274
GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN	-0.30366	-1.0019	0.4491	0.87276	1	0.353	0.219	0.279	0.83748	0.272
GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_DN	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_DN	-0.23724	-1.0007	0.4567	0.8751	1	0.244	0.194	0.199	0.84103	0.276
GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_UP	184	http://www.broadinstitute.org/gsea/msigdb/cards/GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_UP	-0.21291	-1.0005	0.4455	0.87395	1	0.174	0.151	0.15	0.83909	0.275
GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_DN	-0.25577	-0.99923	0.4406	0.87712	1	0.314	0.195	0.256	0.84224	0.275
GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_MAC_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_MAC_UP	-0.22878	-0.99897	0.4416	0.87608	1	0.22	0.155	0.188	0.8422	0.271
GSE17721_PAM3CSK4_VS_CPG_8H_BMDM_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_CPG_8H_BMDM_DN	-0.20798	-0.99851	0.4678	0.87596	1	0.296	0.217	0.235	0.84177	0.27
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_4H_CD4_TCELL_UP	158	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_4H_CD4_TCELL_UP	-0.25462	-0.99828	0.4305	0.87488	1	0.158	0.0808	0.147	0.84069	0.269
GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_UP	142	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_UP	-0.2153	-0.99821	0.4991	0.8732	1	0.204	0.145	0.176	0.83968	0.267
GSE29617_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_DN	140	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29617_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_DN	-0.21432	-0.99806	0.4685	0.87177	1	0.293	0.237	0.226	0.83778	0.265
GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDM_DN	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDM_DN	-0.1823	-0.99802	0.4551	0.86994	1	0.313	0.285	0.227	0.83588	0.262
GSE7460_TREG_VS_TCONV_ACT_DN	134	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_TREG_VS_TCONV_ACT_DN	-0.23233	-0.99706	0.4546	0.87176	1	0.164	0.12	0.146	0.837	0.264
GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_UP	149	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_UP	-0.25853	-0.99691	0.4523	0.87039	1	0.181	0.0904	0.167	0.83511	0.26
GSE17721_CTRL_VS_LPS_4H_BMDM_UP	177	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_LPS_4H_BMDM_UP	-0.18182	-0.99674	0.4822	0.86915	1	0.136	0.136	0.119	0.83343	0.26
GSE17721_CTRL_VS_POLYIC_8H_BMDM_DN	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_POLYIC_8H_BMDM_DN	-0.21724	-0.99581	0.4919	0.8708	1	0.255	0.196	0.207	0.83373	0.26
GSE360_T_GONDII_VS_M_TUBERCULOSIS_MAC_UP	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_T_GONDII_VS_M_TUBERCULOSIS_MAC_UP	-0.23061	-0.99509	0.4576	0.87161	1	0.257	0.203	0.208	0.83652	0.261
GSE14308_TH17_VS_NAIVE_CD4_TCELL_DN	150	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14308_TH17_VS_NAIVE_CD4_TCELL_DN	-0.21203	-0.99434	0.4712	0.8725	1	0.16	0.125	0.142	0.83796	0.26
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_1H_CD4_TCELL_DN	152	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_1H_CD4_TCELL_DN	-0.2318	-0.99428	0.4602	0.87081	1	0.237	0.212	0.189	0.8361	0.26
GSE11864_UNTREATED_VS_CSF1_PAM3CYS_IN_MAC_DN	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11864_UNTREATED_VS_CSF1_PAM3CYS_IN_MAC_DN	-0.19867	-0.99387	0.4942	0.87048	1	0.256	0.233	0.199	0.83538	0.258
GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_UP	-0.20955	-0.99344	0.4799	0.8702	1	0.238	0.189	0.196	0.83407	0.258
GSE2706_LPS_VS_R848_AND_LPS_2H_STIM_DC_DN	74	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2706_LPS_VS_R848_AND_LPS_2H_STIM_DC_DN	-0.26776	-0.9934	0.4747	0.8684	1	0.257	0.143	0.221	0.83223	0.258
GSE17721_12H_VS_24H_CPG_BMDM_UP	148	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_12H_VS_24H_CPG_BMDM_UP	-0.22076	-0.99323	0.478	0.86724	1	0.155	0.0926	0.143	0.83128	0.257
GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_UP	148	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_UP	-0.23962	-0.99299	0.435	0.86628	1	0.149	0.0833	0.138	0.83148	0.255
GSE360_DC_VS_MAC_B_MALAYI_LOW_DOSE_UP	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_DC_VS_MAC_B_MALAYI_LOW_DOSE_UP	-0.19028	-0.99293	0.484	0.86458	1	0.312	0.249	0.237	0.82965	0.253
GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDM_DN	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDM_DN	-0.19162	-0.99229	0.5073	0.86509	1	0.331	0.283	0.241	0.82927	0.251
GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_UP	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_UP	-0.2006	-0.99212	0.4669	0.86386	1	0.308	0.237	0.238	0.82779	0.251
GSE11864_UNTREATED_VS_CSF1_IFNG_IN_MAC_DN	177	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11864_UNTREATED_VS_CSF1_IFNG_IN_MAC_DN	-0.19361	-0.99127	0.4811	0.86523	1	0.277	0.243	0.212	0.83019	0.253
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_4H_ACT_CD4_TCELL_DN	82	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_4H_ACT_CD4_TCELL_DN	-0.26026	-0.99104	0.4796	0.86425	1	0.183	0.0904	0.167	0.82941	0.253
GSE22886_NEUTROPHIL_VS_DC_UP	116	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NEUTROPHIL_VS_DC_UP	-0.24617	-0.99083	0.4722	0.86325	1	0.198	0.127	0.175	0.82872	0.252
GSE17721_POLYIC_VS_PAM3CSK4_6H_BMDM_DN	177	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_PAM3CSK4_6H_BMDM_DN	-0.19252	-0.9903	0.4731	0.86346	1	0.288	0.228	0.226	0.82901	0.252
GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_DN	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_DN	-0.20338	-0.98905	0.4505	0.86659	1	0.0968	0.0712	0.091	0.83287	0.255
GSE31082_DP_VS_CD8_SP_THYMOCYTE_DN	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE31082_DP_VS_CD8_SP_THYMOCYTE_DN	-0.22433	-0.98865	0.5253	0.86629	1	0.185	0.136	0.161	0.83304	0.253
GSE22886_NAIVE_CD8_TCELL_VS_MEMORY_TCELL_DN	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD8_TCELL_VS_MEMORY_TCELL_DN	-0.21167	-0.98826	0.4725	0.86601	1	0.298	0.204	0.24	0.83281	0.252
GSE17721_CTRL_VS_LPS_1H_BMDM_UP	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_LPS_1H_BMDM_UP	-0.21081	-0.98806	0.4924	0.86489	1	0.337	0.268	0.25	0.83151	0.251
GSE3982_MAST_CELL_VS_BASOPHIL_DN	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_MAST_CELL_VS_BASOPHIL_DN	-0.21654	-0.98769	0.4698	0.86439	1	0.325	0.243	0.249	0.83089	0.249
GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDM_DN	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDM_DN	-0.19895	-0.98582	0.5154	0.86976	1	0.21	0.181	0.174	0.83634	0.254
GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_DC_UP	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_DC_UP	-0.23864	-0.98576	0.4575	0.8681	1	0.305	0.198	0.248	0.83455	0.254
GSE6269_FLU_VS_E_COLI_INF_PBMC_UP	140	http://www.broadinstitute.org/gsea/msigdb/cards/GSE6269_FLU_VS_E_COLI_INF_PBMC_UP	-0.26986	-0.9852	0.4718	0.8684	1	0.386	0.276	0.282	0.83639	0.253
GSE15659_RESTING_VS_ACTIVATED_TREG_DN	144	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15659_RESTING_VS_ACTIVATED_TREG_DN	-0.20272	-0.98511	0.4971	0.8669	1	0.243	0.194	0.198	0.83461	0.251
GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP	140	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP	-0.21371	-0.98436	0.5019	0.86775	1	0.164	0.14	0.143	0.83707	0.25
GSE13484_UNSTIM_VS_3H_YF17D_VACCINE_STIM_PBMC_DN	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13484_UNSTIM_VS_3H_YF17D_VACCINE_STIM_PBMC_DN	-0.23277	-0.9842	0.4624	0.86653	1	0.174	0.119	0.155	0.83548	0.25
GSE360_T_GONDII_VS_M_TUBERCULOSIS_DC_UP	148	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_T_GONDII_VS_M_TUBERCULOSIS_DC_UP	-0.21662	-0.98404	0.4982	0.86525	1	0.189	0.126	0.167	0.83469	0.248
GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_UP	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_UP	-0.21639	-0.98347	0.485	0.86556	1	0.14	0.0899	0.129	0.83529	0.246
GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP	152	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP	-0.23681	-0.98343	0.4758	0.86384	1	0.243	0.165	0.206	0.83353	0.243
GSE20366_EX_VIVO_VS_DEC205_CONVERSION_DN	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20366_EX_VIVO_VS_DEC205_CONVERSION_DN	-0.20515	-0.9828	0.4892	0.86451	1	0.209	0.185	0.172	0.83364	0.244
GSE14308_TH1_VS_NAIVE_CD4_TCELL_DN	154	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14308_TH1_VS_NAIVE_CD4_TCELL_DN	-0.19679	-0.98244	0.5037	0.86393	1	0.195	0.146	0.168	0.83389	0.243
GSE15324_ELF4_KO_VS_WT_ACTIVATED_CD8_TCELL_UP	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15324_ELF4_KO_VS_WT_ACTIVATED_CD8_TCELL_UP	-0.22282	-0.98121	0.4857	0.86676	1	0.207	0.158	0.177	0.83667	0.246
GSE360_L_MAJOR_VS_T_GONDII_MAC_UP	134	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_MAJOR_VS_T_GONDII_MAC_UP	-0.24122	-0.98108	0.5045	0.86541	1	0.284	0.181	0.235	0.83492	0.243
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_IL4_DN	176	http://www.broadinstitute.org/gsea/msigdb/cards/GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_IL4_DN	-0.20207	-0.98053	0.4789	0.86566	1	0.312	0.252	0.237	0.83722	0.243
GSE17974_2H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_2H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	-0.2152	-0.97995	0.5134	0.86597	1	0.193	0.172	0.162	0.83727	0.244
GSE39820_TGFBETA1_IL6_VS_TGFBETA1_IL6_IL23A_TREATED_CD4_TCELL_DN	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE39820_TGFBETA1_IL6_VS_TGFBETA1_IL6_IL23A_TREATED_CD4_TCELL_DN	-0.20304	-0.97992	0.4799	0.86427	1	0.214	0.206	0.172	0.83554	0.242
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_UP	150	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_UP	-0.25352	-0.97908	0.4954	0.86555	1	0.227	0.142	0.197	0.83595	0.243
GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_UP	-0.21247	-0.97861	0.5039	0.8655	1	0.298	0.213	0.237	0.83704	0.244
