GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
GSE17721_POLYIC_VS_CPG_4H_BMDM_DN	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_CPG_4H_BMDM_DN	0.26128	1.2808	0.05165	0.81989	1	0.234	0.194	0.191	0.61527	0.26
GSE15930_STIM_VS_STIM_AND_IL-12_24H_CD8_T_CELL_DN	139	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_STIM_VS_STIM_AND_IL-12_24H_CD8_T_CELL_DN	0.29045	1.2805	0.07724	0.81333	1	0.273	0.208	0.219	0.61008	0.254
GSE3982_MAST_CELL_VS_BCELL_UP	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_MAST_CELL_VS_BCELL_UP	0.27966	1.2797	0.06	0.8103	1	0.188	0.113	0.168	0.60532	0.254
GSE37416_CTRL_VS_0H_F_TULARENSIS_LVS_NEUTROPHIL_UP	108	http://www.broadinstitute.org/gsea/msigdb/cards/GSE37416_CTRL_VS_0H_F_TULARENSIS_LVS_NEUTROPHIL_UP	0.32897	1.2769	0.1562	0.81781	1	0.259	0.204	0.208	0.61647	0.257
GSE33513_TCF7_KO_VS_HET_EARLY_THYMIC_PROGENITOR_UP	135	http://www.broadinstitute.org/gsea/msigdb/cards/GSE33513_TCF7_KO_VS_HET_EARLY_THYMIC_PROGENITOR_UP	0.29964	1.2748	0.09938	0.82277	1	0.296	0.2	0.24	0.62488	0.26
GSE14000_UNSTIM_VS_16H_LPS_DC_UP	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14000_UNSTIM_VS_16H_LPS_DC_UP	0.30359	1.2741	0.1148	0.81888	1	0.366	0.272	0.27	0.62477	0.261
GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_UP	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_UP	0.28635	1.2732	0.1097	0.81581	1	0.257	0.216	0.204	0.62538	0.259
GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_UP	102	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_UP	0.32553	1.273	0.1097	0.80965	1	0.186	0.0859	0.172	0.62272	0.258
GSE3982_MAC_VS_CENT_MEMORY_CD4_TCELL_DN	145	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_MAC_VS_CENT_MEMORY_CD4_TCELL_DN	0.28387	1.2725	0.1053	0.80453	1	0.152	0.109	0.137	0.62158	0.251
GSE29615_CTRL_VS_DAY7_LAIV_FLU_VACCINE_PBMC_DN	90	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29615_CTRL_VS_DAY7_LAIV_FLU_VACCINE_PBMC_DN	0.30639	1.2721	0.09663	0.79959	1	0.167	0.0955	0.152	0.61633	0.248
GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_UP	109	http://www.broadinstitute.org/gsea/msigdb/cards/GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_UP	0.31714	1.2715	0.08768	0.79559	1	0.248	0.15	0.212	0.61477	0.244
GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN	180	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN	0.34223	1.2684	0.1606	0.80683	1	0.367	0.238	0.283	0.62553	0.25
GSE7460_FOXP3_MUT_VS_HET_ACT_TCONV_DN	143	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_FOXP3_MUT_VS_HET_ACT_TCONV_DN	0.28426	1.268	0.06875	0.80165	1	0.28	0.217	0.221	0.62049	0.248
GSE3982_BASOPHIL_VS_TH1_DN	180	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_BASOPHIL_VS_TH1_DN	0.30158	1.2666	0.1104	0.80264	1	0.344	0.257	0.26	0.62099	0.248
GSE37416_CTRL_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE37416_CTRL_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_UP	0.26931	1.266	0.09833	0.79827	1	0.133	0.0847	0.123	0.61539	0.248
GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_DC_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_DC_DN	0.29166	1.2652	0.141	0.79567	1	0.225	0.162	0.191	0.61209	0.244
GSE17721_LPS_VS_PAM3CSK4_12H_BMDM_DN	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_PAM3CSK4_12H_BMDM_DN	0.25714	1.2636	0.07075	0.79802	1	0.209	0.194	0.171	0.62056	0.248
GSE3982_MAST_CELL_VS_EFF_MEMORY_CD4_TCELL_DN	127	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_MAST_CELL_VS_EFF_MEMORY_CD4_TCELL_DN	0.28613	1.2625	0.08913	0.79755	1	0.354	0.266	0.263	0.62236	0.246
GSE14350_IL2RB_KO_VS_WT_TEFF_UP	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14350_IL2RB_KO_VS_WT_TEFF_UP	0.30261	1.2599	0.1268	0.80522	1	0.41	0.272	0.302	0.62666	0.251
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_UP	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_UP	0.32084	1.2585	0.1737	0.80637	1	0.285	0.215	0.227	0.63365	0.254
GSE11864_CSF1_IFNG_VS_CSF1_PAM3CYS_IN_MAC_UP	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11864_CSF1_IFNG_VS_CSF1_PAM3CYS_IN_MAC_UP	0.28623	1.2583	0.1006	0.80067	1	0.275	0.208	0.221	0.62823	0.252
GSE22886_CD8_TCELL_VS_BCELL_NAIVE_DN	142	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_CD8_TCELL_VS_BCELL_NAIVE_DN	0.31003	1.2579	0.149	0.79602	1	0.423	0.27	0.312	0.62722	0.248
KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_DN	167	http://www.broadinstitute.org/gsea/msigdb/cards/KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_DN	0.29311	1.2565	0.1126	0.79041	1	0.359	0.245	0.275	0.62666	0.246
GSE7460_TCONV_VS_TREG_LN_UP	149	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_TCONV_VS_TREG_LN_UP	0.29765	1.2565	0.1078	0.79694	1	0.282	0.207	0.226	0.63192	0.248
GSE10325_CD4_TCELL_VS_BCELL_DN	140	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10325_CD4_TCELL_VS_BCELL_DN	0.32813	1.2543	0.1992	0.78987	1	0.421	0.256	0.317	0.62283	0.244
GSE17721_LPS_VS_PAM3CSK4_0.5H_BMDM_UP	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_PAM3CSK4_0.5H_BMDM_UP	0.26516	1.2543	0.09514	0.79624	1	0.224	0.193	0.183	0.62798	0.248
GSE3982_EOSINOPHIL_VS_MAST_CELL_UP	150	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_MAST_CELL_UP	0.27315	1.2542	0.08686	0.7839	1	0.193	0.125	0.171	0.61786	0.241
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_BCELL_UP	106	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_BCELL_UP	0.30894	1.2528	0.09167	0.78528	1	0.17	0.104	0.153	0.62418	0.241
GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	177	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	0.25143	1.2507	0.1017	0.79156	1	0.22	0.222	0.174	0.62766	0.249
GSE37416_CTRL_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE37416_CTRL_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_UP	0.25941	1.2502	0.1026	0.78818	1	0.231	0.2	0.187	0.62558	0.247
GSE9006_TYPE_1_DIABETES_AT_DX_VS_1MONTH_POST_DX_PBMC_DN	149	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9006_TYPE_1_DIABETES_AT_DX_VS_1MONTH_POST_DX_PBMC_DN	0.2603	1.2489	0.09554	0.78947	1	0.201	0.164	0.17	0.62405	0.245
GSE13306_TREG_VS_TCONV_UP	126	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13306_TREG_VS_TCONV_UP	0.3009	1.2486	0.1225	0.78508	1	0.294	0.188	0.241	0.61918	0.241
GSE20366_TREG_VS_NAIVE_CD4_TCELL_HOMEOSTATIC_CONVERSION_DN	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20366_TREG_VS_NAIVE_CD4_TCELL_HOMEOSTATIC_CONVERSION_DN	0.28226	1.2483	0.1226	0.78031	1	0.255	0.194	0.208	0.61464	0.237
GSE3982_EFF_MEMORY_VS_CENT_MEMORY_CD4_TCELL_UP	136	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EFF_MEMORY_VS_CENT_MEMORY_CD4_TCELL_UP	0.29487	1.2473	0.1384	0.77983	1	0.213	0.175	0.178	0.61559	0.236
GSE17721_CTRL_VS_LPS_0.5H_BMDM_UP	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_LPS_0.5H_BMDM_UP	0.26023	1.2469	0.1159	0.77614	1	0.255	0.228	0.199	0.61306	0.234
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_DN	143	http://www.broadinstitute.org/gsea/msigdb/cards/GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_DN	0.34652	1.2429	0.2149	0.7927	1	0.413	0.247	0.314	0.6308	0.248
GSE14308_TH2_VS_TH1_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14308_TH2_VS_TH1_DN	0.26733	1.2428	0.04646	0.78742	1	0.27	0.219	0.214	0.6284	0.243
GSE17721_CTRL_VS_PAM3CSK4_1H_BMDM_DN	141	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_PAM3CSK4_1H_BMDM_DN	0.28143	1.2422	0.1231	0.78459	1	0.156	0.113	0.14	0.62582	0.243
GSE17721_CTRL_VS_CPG_24H_BMDM_UP	137	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_CPG_24H_BMDM_UP	0.2859	1.2408	0.1354	0.7869	1	0.328	0.26	0.246	0.63	0.245
GSE8515_CTRL_VS_IL6_4H_STIM_MAC_DN	108	http://www.broadinstitute.org/gsea/msigdb/cards/GSE8515_CTRL_VS_IL6_4H_STIM_MAC_DN	0.3405	1.2398	0.1822	0.78627	1	0.38	0.259	0.284	0.62928	0.245
GSE13229_IMM_VS_INTMATURE_NKCELL_DN	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13229_IMM_VS_INTMATURE_NKCELL_DN	0.26084	1.2386	0.1015	0.78764	1	0.247	0.217	0.196	0.63194	0.245
GSE22886_NAIVE_CD4_TCELL_VS_MEMORY_TCELL_UP	130	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD4_TCELL_VS_MEMORY_TCELL_UP	0.29494	1.2382	0.1339	0.78387	1	0.208	0.152	0.178	0.62773	0.241
GSE14026_TH1_VS_TH17_UP	118	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14026_TH1_VS_TH17_UP	0.27096	1.2371	0.06508	0.78459	1	0.263	0.22	0.207	0.6288	0.241
GSE13411_IGM_VS_SWITCHED_MEMORY_BCELL_UP	109	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_IGM_VS_SWITCHED_MEMORY_BCELL_UP	0.3032	1.2369	0.09657	0.78014	1	0.257	0.143	0.222	0.62894	0.236
GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_MAC_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_MAC_DN	0.31003	1.2365	0.1777	0.77625	1	0.296	0.223	0.232	0.62448	0.234
GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_DC_DN	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_DC_DN	0.3043	1.2337	0.1938	0.7853	1	0.161	0.0925	0.148	0.64156	0.24
GSE14000_UNSTIM_VS_16H_LPS_DC_TRANSLATED_RNA_UP	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14000_UNSTIM_VS_16H_LPS_DC_TRANSLATED_RNA_UP	0.27018	1.2332	0.1179	0.78304	1	0.293	0.23	0.229	0.63767	0.234
GSE13229_IMM_VS_MATURE_NKCELL_DN	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13229_IMM_VS_MATURE_NKCELL_DN	0.28301	1.2322	0.1004	0.78296	1	0.199	0.166	0.168	0.63606	0.237
GSE17721_4H_VS_24H_POLYIC_BMDM_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_4H_VS_24H_POLYIC_BMDM_UP	0.25613	1.2319	0.05317	0.77954	1	0.226	0.194	0.184	0.63432	0.232
GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_UP	151	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_UP	0.28153	1.2317	0.1192	0.76997	1	0.258	0.188	0.212	0.62569	0.226
GSE30962_ACUTE_VS_CHRONIC_LCMV_SECONDARY_INF_CD8_TCELL_UP	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE30962_ACUTE_VS_CHRONIC_LCMV_SECONDARY_INF_CD8_TCELL_UP	0.27909	1.2317	0.1126	0.77492	1	0.323	0.248	0.246	0.62997	0.23
GSE22886_CD8_VS_CD4_NAIVE_TCELL_DN	135	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_CD8_VS_CD4_NAIVE_TCELL_DN	0.28456	1.2316	0.1363	0.76537	1	0.193	0.118	0.172	0.62546	0.225
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD4_TCELL_UP	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD4_TCELL_UP	0.28207	1.2312	0.1526	0.76253	1	0.242	0.214	0.193	0.62233	0.224
GSE9988_LPS_VS_LOW_LPS_MONOCYTE_UP	80	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9988_LPS_VS_LOW_LPS_MONOCYTE_UP	0.30528	1.2301	0.1306	0.76273	1	0.288	0.197	0.232	0.62274	0.222
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_1H_ACT_CD4_TCELL_UP	105	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_1H_ACT_CD4_TCELL_UP	0.31676	1.2287	0.1778	0.76529	1	0.305	0.19	0.249	0.62699	0.219
GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_NAIVE_CD4_TCELL_DN	140	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_NAIVE_CD4_TCELL_DN	0.2901	1.2264	0.1441	0.76766	1	0.3	0.242	0.23	0.62649	0.222
GSE3982_EOSINOPHIL_VS_NKCELL_DN	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_NKCELL_DN	0.28956	1.2264	0.1469	0.77239	1	0.261	0.204	0.21	0.63061	0.225
GSE27786_LSK_VS_BCELL_UP	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_LSK_VS_BCELL_UP	0.27313	1.226	0.1281	0.76501	1	0.331	0.276	0.243	0.62269	0.221
GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_DN	0.28474	1.2249	0.1588	0.76573	1	0.314	0.236	0.243	0.62863	0.22
GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP	70	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP	0.34603	1.2241	0.1755	0.76476	1	0.429	0.235	0.33	0.62827	0.218
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_UP	73	http://www.broadinstitute.org/gsea/msigdb/cards/GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_UP	0.33847	1.2236	0.1239	0.76237	1	0.315	0.17	0.263	0.62801	0.217
GSE8515_CTRL_VS_IL1_4H_STIM_MAC_UP	149	http://www.broadinstitute.org/gsea/msigdb/cards/GSE8515_CTRL_VS_IL1_4H_STIM_MAC_UP	0.2857	1.2236	0.1698	0.75777	1	0.188	0.125	0.166	0.62473	0.217
GSE17721_LPS_VS_PAM3CSK4_6H_BMDM_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_PAM3CSK4_6H_BMDM_UP	0.23769	1.2215	0.07511	0.76393	1	0.195	0.166	0.165	0.62595	0.222
GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_UP	128	http://www.broadinstitute.org/gsea/msigdb/cards/GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_UP	0.26429	1.221	0.1236	0.76197	1	0.305	0.25	0.231	0.62656	0.22
GSE20715_0H_VS_24H_OZONE_TLR4_KO_LUNG_UP	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20715_0H_VS_24H_OZONE_TLR4_KO_LUNG_UP	0.30673	1.2201	0.1892	0.76264	1	0.31	0.202	0.25	0.62572	0.219
GSE36392_EOSINOPHIL_VS_NEUTROPHIL_IL25_TREATED_LUNG_DN	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36392_EOSINOPHIL_VS_NEUTROPHIL_IL25_TREATED_LUNG_DN	0.26004	1.2188	0.134	0.76474	1	0.306	0.266	0.228	0.6329	0.225
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN	115	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN	0.30094	1.2183	0.1292	0.76253	1	0.357	0.219	0.281	0.63048	0.221
GSE39820_IL1B_IL6_VS_IL1B_IL6_IL23A_TREATED_CD4_TCELL_UP	137	http://www.broadinstitute.org/gsea/msigdb/cards/GSE39820_IL1B_IL6_VS_IL1B_IL6_IL23A_TREATED_CD4_TCELL_UP	0.30843	1.2182	0.1684	0.75838	1	0.226	0.163	0.191	0.62664	0.217
GSE17721_CTRL_VS_CPG_24H_BMDM_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_CPG_24H_BMDM_DN	0.22984	1.2181	0.05556	0.75423	1	0.132	0.139	0.115	0.62494	0.213
GSE14350_IL2RB_KO_VS_WT_TREG_UP	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14350_IL2RB_KO_VS_WT_TREG_UP	0.27731	1.218	0.1579	0.75024	1	0.253	0.198	0.205	0.62298	0.212
GSE14769_UNSTIM_VS_20MIN_LPS_BMDM_UP	97	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14769_UNSTIM_VS_20MIN_LPS_BMDM_UP	0.32284	1.2162	0.1743	0.7544	1	0.454	0.323	0.31	0.63	0.214
GSE29617_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_UP	135	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29617_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_UP	0.30765	1.2143	0.1874	0.76028	1	0.289	0.191	0.236	0.63776	0.219
GSE3982_EOSINOPHIL_VS_DC_UP	151	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_DC_UP	0.26339	1.2142	0.1125	0.75619	1	0.272	0.23	0.212	0.63398	0.215
GSE7852_LN_VS_THYMUS_TREG_UP	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7852_LN_VS_THYMUS_TREG_UP	0.29106	1.2133	0.1557	0.75603	1	0.301	0.212	0.241	0.63277	0.217
GSE27786_LIN_NEG_VS_CD4_TCELL_UP	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_LIN_NEG_VS_CD4_TCELL_UP	0.26434	1.2119	0.1469	0.75878	1	0.224	0.196	0.183	0.63305	0.217
GSE20366_CD103_KLRG1_DP_VS_DN_TREG_DN	158	http://www.broadinstitute.org/gsea/msigdb/cards/GSE20366_CD103_KLRG1_DP_VS_DN_TREG_DN	0.26744	1.2097	0.1099	0.76572	1	0.316	0.254	0.239	0.64061	0.222
GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP	0.27178	1.2077	0.1758	0.77158	1	0.218	0.196	0.178	0.64799	0.226
GSE30083_SP1_VS_SP2_THYMOCYTE_DN	122	http://www.broadinstitute.org/gsea/msigdb/cards/GSE30083_SP1_VS_SP2_THYMOCYTE_DN	0.31702	1.2046	0.2192	0.78289	1	0.23	0.135	0.2	0.6585	0.237
GSE11057_CD4_CENT_MEM_VS_PBMC_DN	158	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11057_CD4_CENT_MEM_VS_PBMC_DN	0.30897	1.204	0.2131	0.78129	1	0.259	0.146	0.224	0.65511	0.237
GSE17721_LPS_VS_POLYIC_0.5H_BMDM_DN	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_POLYIC_0.5H_BMDM_DN	0.26408	1.2024	0.1242	0.7853	1	0.275	0.243	0.21	0.66117	0.24
GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_UP	0.25613	1.2015	0.1274	0.78551	1	0.295	0.252	0.223	0.66513	0.24
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_UP	173	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_UP	0.29274	1.2014	0.1652	0.78147	1	0.295	0.194	0.241	0.66264	0.234
GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_DN	138	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_DN	0.3009	1.2012	0.198	0.77824	1	0.217	0.149	0.187	0.66322	0.228
GSE30083_SP1_VS_SP2_THYMOCYTE_UP	157	http://www.broadinstitute.org/gsea/msigdb/cards/GSE30083_SP1_VS_SP2_THYMOCYTE_UP	0.285	1.2001	0.1637	0.77925	1	0.369	0.278	0.27	0.66256	0.234
GSE339_CD8POS_VS_CD4CD8DN_DC_DN	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE339_CD8POS_VS_CD4CD8DN_DC_DN	0.25957	1.1996	0.1365	0.77736	1	0.2	0.157	0.171	0.66024	0.228
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_16H_TSST_ACT_DN	134	http://www.broadinstitute.org/gsea/msigdb/cards/GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_16H_TSST_ACT_DN	0.29142	1.1982	0.2	0.78033	1	0.224	0.154	0.191	0.66488	0.23
GSE27786_NKCELL_VS_NKTCELL_DN	154	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_NKCELL_VS_NKTCELL_DN	0.25725	1.198	0.1255	0.77704	1	0.24	0.19	0.197	0.66134	0.23
GSE13306_TREG_RA_VS_TCONV_RA_DN	129	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13306_TREG_RA_VS_TCONV_RA_DN	0.28196	1.1979	0.1509	0.77351	1	0.302	0.204	0.243	0.65985	0.227
GSE11924_TFH_VS_TH1_CD4_TCELL_DN	144	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11924_TFH_VS_TH1_CD4_TCELL_DN	0.25747	1.197	0.1202	0.77367	1	0.361	0.342	0.24	0.65988	0.229
GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_DN	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_DN	0.24937	1.1959	0.1182	0.7754	1	0.304	0.251	0.231	0.66198	0.229
GSE15930_STIM_VS_STIM_AND_IFNAB_24H_CD8_T_CELL_DN	148	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_STIM_VS_STIM_AND_IFNAB_24H_CD8_T_CELL_DN	0.25478	1.1955	0.1025	0.7734	1	0.162	0.115	0.145	0.65907	0.228
GSE17721_CTRL_VS_CPG_0.5H_BMDM_DN	137	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_CPG_0.5H_BMDM_DN	0.27727	1.195	0.1228	0.77161	1	0.445	0.358	0.289	0.66179	0.226
GSE3982_MAC_VS_EFF_MEMORY_CD4_TCELL_DN	131	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_MAC_VS_EFF_MEMORY_CD4_TCELL_DN	0.25271	1.1941	0.1724	0.77141	1	0.328	0.273	0.241	0.66001	0.226
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_UP	152	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_UP	0.27899	1.1928	0.1231	0.77449	1	0.224	0.149	0.193	0.66271	0.226
GSE6269_E_COLI_VS_STREP_PNEUMO_INF_PBMC_UP	124	http://www.broadinstitute.org/gsea/msigdb/cards/GSE6269_E_COLI_VS_STREP_PNEUMO_INF_PBMC_UP	0.27278	1.1917	0.1438	0.77581	1	0.177	0.147	0.153	0.66312	0.226
GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_UP	108	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_UP	0.29374	1.1916	0.164	0.77243	1	0.185	0.125	0.163	0.66038	0.225
GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP	0.29042	1.191	0.1931	0.77166	1	0.251	0.195	0.205	0.661	0.226
GSE27786_LIN_NEG_VS_ERYTHROBLAST_DN	133	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_LIN_NEG_VS_ERYTHROBLAST_DN	0.28405	1.1907	0.1306	0.76926	1	0.18	0.124	0.16	0.65886	0.222
